ID;Year_Birth;Age;AgeGroup;Education;Marital_Status;Income;IncomeGroup;Kidhome;Teenhome;Dt_Customer;Recency;DtGroup;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;DealPurchasesGroup;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;RecencyProp;AcceptedCmp2;ComplainNoYes;Complain;Z_CostContact;Z_Revenue;Response;WebVisitGroup;AcceptedCmp1Group;AcceptedCmp2Group;AcceptedCmp3Group;AcceptedCmp4Group;AcceptedCmp5Group
1717;1988;26;25-34 y.o.;Graduation;Single;39747.0;Middle Class;1;0;13/04/2014;43;Unknown;80;15;93;20;13;52;Yes;3;5;1;4;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9491;1984;30;25-34 y.o.;Graduation;Together;23976.0;Lower Class;1;0;27/12/2013;68;Unknown;14;1;21;2;3;25;Yes;3;3;1;3;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9274;1961;53;45-54 y.o.;Master;Married;80950.0;Upper Class;0;0;28/03/2013;44;Unknown;525;147;112;219;147;63;Yes;1;6;7;9;2;0;0;0;1;2 months;0;No;0;3;11;0;Low Freq Visit;Yes;No;No;No;No
6609;1966;48;45-54 y.o.;Graduation;Widow;27038.0;Middle Class;0;0;18/09/2012;64;Unknown;1;26;25;17;23;15;Yes;1;3;0;3;9;0;0;0;0;3 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
6963;1947;67;65+ y.o.;Graduation;Single;77457.0;Upper Class;0;0;05/03/2014;85;Unknown;675;11;400;15;45;11;Yes;1;2;5;10;1;0;0;1;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;Yes
4440;1964;50;45-54 y.o.;Master;Married;64100.0;Middle Class;0;1;10/09/2013;93;Unknown;509;0;27;0;0;10;Yes;1;8;3;6;7;0;1;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
1379;1992;22;18-24 y.o.;Master;Together;42670.0;Middle Class;0;0;27/04/2013;12;Unknown;154;2;46;20;4;15;Yes;1;4;2;4;4;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
10032;1976;38;35-44 y.o.;Graduation;Divorced;12571.0;Lower Class;1;0;18/01/2014;86;Unknown;3;5;14;2;12;17;Yes;4;3;1;3;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2826;1967;47;45-54 y.o.;Graduation;Married;22574.0;Lower Class;2;1;28/10/2013;28;Unknown;25;0;8;2;0;2;Yes;2;2;0;3;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6320;1976;38;35-44 y.o.;Master;Single;70893.0;Middle Class;0;0;06/02/2013;42;Unknown;768;44;561;77;44;14;Yes;1;6;6;10;3;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
3050;1966;48;45-54 y.o.;Graduation;Married;54198.0;Middle Class;1;1;17/12/2013;13;Unknown;185;0;28;3;2;17;Yes;6;3;1;6;4;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
231;1956;58;55-64 y.o.;Master;Together;28839.0;Middle Class;1;1;11/03/2014;86;Unknown;24;0;7;0;0;1;Yes;2;2;0;3;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2392;1972;42;35-44 y.o.;Graduation;Married;40321.0;Middle Class;1;1;29/07/2013;59;Unknown;44;4;21;6;0;27;Yes;2;3;0;3;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9478;1985;29;25-34 y.o.;Graduation;Single;66503.0;Middle Class;1;0;14/08/2012;30;Unknown;91;64;128;65;3;50;Yes;2;4;3;6;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
113;1951;63;55-64 y.o.;Graduation;Married;30833.0;Middle Class;1;1;16/07/2013;33;Unknown;11;0;7;3;1;6;Yes;2;1;0;3;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1802;1971;43;35-44 y.o.;Graduation;Married;64795.0;Middle Class;0;1;17/01/2013;23;Unknown;412;5;119;38;29;77;Yes;3;3;3;12;2;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
520;1974;40;35-44 y.o.;Graduation;Married;34421.0;Middle Class;1;0;01/07/2013;81;Unknown;3;3;7;6;2;9;Yes;1;1;0;2;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8275;1965;49;45-54 y.o.;PhD;Divorced;47025.0;Middle Class;1;1;09/02/2014;6;Unknown;16;0;3;0;0;1;Yes;1;1;0;2;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9750;1961;53;45-54 y.o.;PhD;Divorced;64325.0;Middle Class;0;1;07/02/2013;41;Unknown;731;60;353;78;12;73;Yes;5;10;3;5;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2607;1953;61;55-64 y.o.;Graduation;Single;40464.0;Middle Class;0;1;11/01/2013;78;Unknown;424;17;118;7;23;41;Yes;6;8;2;8;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7214;1957;57;55-64 y.o.;Graduation;Married;62187.0;Middle Class;0;0;05/07/2013;49;Unknown;792;0;275;45;45;126;Yes;1;4;8;5;3;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
5835;1976;38;35-44 y.o.;PhD;Divorced;14849.0;Lower Class;1;0;02/07/2013;39;Unknown;21;2;28;3;2;9;Yes;3;2;0;4;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3896;1984;30;25-34 y.o.;Graduation;Married;27255.0;Middle Class;1;0;07/11/2013;3;Unknown;22;1;11;0;1;2;Yes;1;1;0;3;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10350;1950;64;55-64 y.o.;PhD;Married;54432.0;Middle Class;2;1;09/05/2013;37;Unknown;33;0;5;0;0;0;Yes;1;1;0;3;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7786;1986;28;25-34 y.o.;PhD;Single;29999.0;Middle Class;1;0;13/02/2013;22;Unknown;68;7;59;10;5;11;Yes;4;3;1;4;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2861;1983;31;25-34 y.o.;Graduation;Single;24072.0;Lower Class;1;0;16/04/2013;79;Unknown;9;1;6;3;0;4;Yes;1;1;0;2;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
663;1989;25;25-34 y.o.;PhD;Single;33996.0;Middle Class;0;0;11/09/2013;46;Unknown;40;2;15;8;0;6;Yes;1;1;1;3;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
10675;1956;58;55-64 y.o.;PhD;Married;66334.0;Middle Class;0;1;03/04/2013;82;Unknown;909;11;218;0;0;23;Yes;2;9;3;5;5;0;0;0;0;3 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
2521;1971;43;35-44 y.o.;Master;Married;35178.0;Middle Class;1;0;10/01/2013;10;Unknown;23;1;13;2;2;18;Yes;1;1;1;2;7;1;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
9592;1983;31;25-34 y.o.;Graduation;Together;22010.0;Lower Class;1;0;30/06/2013;51;Unknown;11;2;9;3;0;8;Yes;2;2;0;3;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10151;1960;54;45-54 y.o.;Graduation;Divorced;62204.0;Middle Class;0;2;12/09/2012;38;Unknown;317;46;247;151;46;139;Yes;1;4;5;12;3;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7381;1968;46;45-54 y.o.;Graduation;Divorced;75693.0;Upper Class;0;0;06/12/2012;10;Unknown;797;153;293;72;97;30;Yes;1;11;4;6;4;0;1;1;1;1 month;0;No;0;3;11;1;Low Freq Visit;Yes;No;No;Yes;Yes
4099;1972;42;35-44 y.o.;Graduation;Married;30675.0;Middle Class;1;0;12/11/2012;14;Unknown;10;2;16;11;2;21;Yes;1;1;0;3;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9560;1965;49;45-54 y.o.;Graduation;Together;83003.0;Upper Class;0;0;03/03/2013;18;Unknown;856;61;570;40;25;122;Yes;1;7;6;8;3;0;0;1;0;1 month;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;Yes
1150;1899;115;65+ y.o.;PhD;Together;83532.0;Upper Class;0;0;26/09/2013;36;Unknown;755;144;562;104;64;224;Yes;1;4;6;4;1;0;0;1;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;Yes
10172;1988;26;25-34 y.o.;Graduation;Single;68655.0;Middle Class;0;0;10/08/2012;95;Unknown;456;19;832;75;118;38;Yes;1;4;5;11;3;0;0;0;0;3 months+;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
11191;1986;28;25-34 y.o.;Graduation;Divorced;41411.0;Middle Class;0;0;07/12/2013;11;Unknown;37;32;38;11;3;18;Yes;1;2;1;4;6;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9707;1969;45;45-54 y.o.;PhD;Married;55212.0;Middle Class;0;1;23/11/2012;65;Unknown;1103;0;45;0;0;34;Yes;3;4;2;11;8;0;1;0;0;3 months;1;No;0;3;11;0;High Freq Visit;No;Yes;No;Yes;No
6245;1950;64;55-64 y.o.;PhD;Together;59292.0;Middle Class;0;1;13/06/2013;71;Unknown;378;14;68;19;14;14;Yes;2;3;5;8;3;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
8234;1973;41;35-44 y.o.;Basic;Together;27190.0;Middle Class;1;0;15/08/2013;13;Unknown;1;6;7;0;1;3;Yes;1;1;0;2;8;1;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
1411;1952;62;55-64 y.o.;Graduation;Divorced;82623.0;Upper Class;0;0;10/11/2013;58;Unknown;204;34;204;172;153;173;Yes;1;2;9;4;1;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
8553;1965;49;45-54 y.o.;Graduation;Married;44300.0;Middle Class;1;1;23/06/2013;65;Unknown;30;0;9;0;0;3;Yes;2;1;0;3;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1826;1970;44;35-44 y.o.;Graduation;Divorced;84835.0;Upper Class;0;0;16/06/2014;0;Unknown;189;104;379;111;189;218;Yes;1;4;4;6;1;0;0;0;0;1 month;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
8842;1971;43;35-44 y.o.;Graduation;Widow;30372.0;Middle Class;1;1;25/12/2012;33;Unknown;15;0;12;7;3;7;Yes;3;2;0;3;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
11030;1976;38;35-44 y.o.;Master;Married;33181.0;Middle Class;1;0;03/01/2014;90;Unknown;9;0;3;0;0;4;Yes;1;1;0;2;6;1;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;Yes;No;No
2579;1957;57;55-64 y.o.;Graduation;Married;71113.0;Middle Class;0;1;17/12/2013;95;Unknown;495;33;255;11;33;8;Yes;4;6;7;9;4;0;0;0;0;3 months+;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
175;1986;28;25-34 y.o.;Graduation;Married;71952.0;Middle Class;1;0;10/01/2013;93;Unknown;656;80;455;52;107;93;Yes;2;8;4;8;4;1;0;1;0;3 months+;0;No;0;3;11;0;Low Freq Visit;No;No;Yes;No;Yes
9185;1966;48;45-54 y.o.;PhD;Single;69759.0;Middle Class;0;0;28/10/2013;38;Unknown;452;20;514;13;30;0;Yes;3;4;6;5;3;0;0;0;0;2 months;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
11056;1974;40;35-44 y.o.;Graduation;Married;72099.0;Middle Class;0;0;27/10/2012;18;Unknown;546;91;410;119;0;22;Yes;1;3;4;10;1;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
9365;1976;38;35-44 y.o.;PhD;Single;60000.0;Middle Class;0;1;22/12/2012;57;Unknown;1048;0;217;0;0;12;Yes;5;11;3;5;6;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6201;1978;36;35-44 y.o.;Graduation;Single;38643.0;Middle Class;1;1;29/11/2013;45;Unknown;22;2;14;0;1;10;Yes;2;2;0;3;7;0;0;0;0;2 months;0;Yes;1;3;11;0;High Freq Visit;No;No;No;No;No
2061;1955;59;55-64 y.o.;Graduation;Married;50737.0;Middle Class;0;1;11/05/2013;61;Unknown;78;0;11;0;0;10;Yes;1;2;0;4;6;0;1;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
6184;1969;45;45-54 y.o.;PhD;Married;68462.0;Middle Class;0;0;12/12/2012;6;Unknown;561;64;785;84;128;48;Yes;1;3;3;8;1;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
6142;1943;71;65+ y.o.;Master;Married;65073.0;Middle Class;0;0;20/08/2013;65;Unknown;629;17;177;69;0;8;Yes;1;5;3;5;2;0;0;0;0;3 months;0;Yes;1;3;11;0;Low Freq Visit;No;No;No;No;No
4107;1948;66;65+ y.o.;PhD;Together;46681.0;Middle Class;0;2;08/10/2013;52;Unknown;269;15;69;15;19;38;Yes;2;4;6;4;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7274;1957;57;55-64 y.o.;Graduation;Married;78618.0;Upper Class;0;0;28/09/2012;87;Unknown;736;163;818;212;163;61;Yes;1;4;7;10;2;0;1;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;Yes;No
9336;1969;45;45-54 y.o.;PhD;Widow;62187.0;Middle Class;0;1;22/03/2014;38;Unknown;512;0;83;0;0;41;Yes;3;6;2;10;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2958;1978;36;35-44 y.o.;Graduation;Married;28442.0;Middle Class;2;0;24/02/2014;53;Unknown;19;3;10;11;8;6;Yes;3;2;1;4;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
933;1978;36;35-44 y.o.;PhD;Married;37717.0;Middle Class;1;0;23/11/2012;31;Unknown;9;0;6;4;1;5;Yes;1;1;0;2;9;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5837;1967;47;45-54 y.o.;Graduation;Married;51479.0;Middle Class;1;1;28/12/2012;67;Unknown;247;8;160;6;8;65;Yes;7;6;3;6;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10704;1969;45;45-54 y.o.;Graduation;Single;54803.0;Middle Class;0;1;21/08/2012;65;Unknown;404;0;92;28;27;142;Yes;2;6;2;9;4;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
5125;1960;54;45-54 y.o.;Graduation;Married;79530.0;Upper Class;0;0;17/05/2013;64;Unknown;333;0;815;129;42;29;Yes;1;4;10;11;2;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
4432;1976;38;35-44 y.o.;Graduation;Divorced;31615.0;Middle Class;1;0;16/03/2013;82;Unknown;2;3;20;6;11;9;Yes;2;2;0;3;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5955;1962;52;45-54 y.o.;Graduation;Together;72025.0;Middle Class;0;0;17/11/2012;27;Unknown;833;33;549;151;133;233;Yes;1;4;3;8;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2928;1975;39;35-44 y.o.;PhD;Single;52614.0;Middle Class;0;1;01/12/2012;63;Unknown;789;0;142;12;9;38;Yes;2;2;4;8;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5680;1984;30;25-34 y.o.;2n Cycle;Married;35684.0;Middle Class;1;0;22/04/2014;66;Unknown;10;4;7;0;6;3;Yes;1;1;0;3;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10313;1975;39;35-44 y.o.;Graduation;Married;48178.0;Middle Class;1;1;28/10/2012;69;Unknown;159;4;45;6;2;38;Yes;6;5;1;4;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2557;1970;44;35-44 y.o.;Master;Single;29548.0;Middle Class;1;0;29/08/2013;52;Unknown;7;1;6;3;1;11;Yes;1;1;1;2;4;1;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;Yes;No;No
1245;1966;48;45-54 y.o.;Graduation;Single;63810.0;Middle Class;0;1;11/11/2012;45;Unknown;977;12;253;16;12;101;Yes;4;4;3;12;8;0;1;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
1519;1972;42;35-44 y.o.;PhD;Single;38578.0;Middle Class;1;1;22/06/2013;2;Unknown;38;4;22;3;3;3;Yes;3;3;0;3;8;0;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
10703;1975;39;35-44 y.o.;Master;Single;46098.0;Middle Class;1;1;18/08/2012;86;Unknown;57;0;27;0;0;36;Yes;4;3;2;2;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1726;1970;44;35-44 y.o.;Graduation;Single;22585.0;Lower Class;0;0;18/03/2013;23;Unknown;3;9;15;13;2;39;Yes;1;1;1;2;9;1;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
4459;1989;25;25-34 y.o.;Graduation;Single;30279.0;Middle Class;1;0;30/12/2012;13;Unknown;10;4;14;4;4;1;Yes;1;1;0;3;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1729;1961;53;45-54 y.o.;PhD;Together;66426.0;Middle Class;0;1;02/10/2013;14;Unknown;1043;24;97;32;24;157;Yes;2;3;5;10;6;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1517;1969;45;45-54 y.o.;Graduation;Single;30822.0;Middle Class;1;0;14/06/2013;92;Unknown;3;9;13;2;12;12;Yes;1;1;0;3;7;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2098;1969;45;45-54 y.o.;PhD;Married;33581.0;Middle Class;2;0;08/01/2013;38;Unknown;11;0;5;0;0;1;Yes;1;1;0;2;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9543;1985;29;25-34 y.o.;Graduation;Married;19986.0;Lower Class;1;0;14/11/2013;74;Unknown;3;6;5;0;2;6;Yes;1;0;0;3;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6878;1954;60;55-64 y.o.;Graduation;Widow;27421.0;Middle Class;0;0;12/12/2012;14;Unknown;43;12;96;78;40;55;Yes;3;4;1;6;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3310;1973;41;35-44 y.o.;2n Cycle;Married;35688.0;Middle Class;2;1;22/08/2012;94;Unknown;73;3;90;12;1;32;Yes;7;4;1;4;8;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2724;1981;33;25-34 y.o.;Master;Single;36143.0;Middle Class;1;0;30/03/2014;33;Unknown;12;0;1;0;0;6;Yes;1;0;1;2;3;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
948;1971;43;35-44 y.o.;Graduation;Single;10245.0;Lower Class;1;0;15/05/2013;32;Unknown;4;7;7;6;4;13;Yes;3;1;2;2;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6720;1968;46;45-54 y.o.;Master;Together;43795.0;Middle Class;0;1;16/10/2013;11;Unknown;314;11;53;4;3;107;Yes;3;7;3;4;7;0;1;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;Yes;No
6202;1960;54;45-54 y.o.;Graduation;Together;63381.0;Middle Class;0;1;05/10/2012;78;Unknown;571;50;142;33;50;159;Yes;4;4;5;13;2;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2066;1949;65;65+ y.o.;Graduation;Together;38823.0;Middle Class;0;1;30/08/2012;56;Unknown;70;0;11;2;8;23;Yes;1;2;1;3;6;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9799;1968;46;45-54 y.o.;PhD;Divorced;83664.0;Upper Class;1;1;08/05/2013;57;Unknown;866;21;151;28;21;86;Yes;3;2;2;12;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8318;1979;35;35-44 y.o.;Graduation;Together;90300.0;Upper Class;0;0;03/01/2014;7;Unknown;594;134;786;33;134;57;No;0;5;6;8;1;0;0;1;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;Yes
5642;1979;35;35-44 y.o.;Master;Together;62499.0;Middle Class;1;0;09/12/2013;0;Unknown;140;4;61;0;13;4;Yes;2;3;1;6;4;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2669;1993;21;18-24 y.o.;Graduation;Single;74293.0;Upper Class;0;0;04/05/2014;66;Unknown;375;152;335;93;91;81;Yes;1;5;4;6;2;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
455;1946;68;65+ y.o.;PhD;Married;51012.0;Middle Class;0;0;18/04/2013;86;Unknown;102;9;63;2;9;24;Yes;1;4;1;4;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7683;1968;46;45-54 y.o.;Master;Married;70777.0;Middle Class;0;1;25/02/2014;80;Unknown;554;35;113;0;7;78;Yes;3;5;3;12;3;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
3428;1991;23;18-24 y.o.;PhD;Together;68682.0;Middle Class;0;0;06/10/2013;56;Unknown;919;0;505;99;30;45;Yes;1;4;9;10;2;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7414;1971;43;35-44 y.o.;Graduation;Married;43824.0;Middle Class;1;1;15/09/2012;18;Unknown;96;1;42;12;3;32;Yes;4;3;1;4;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6354;1984;30;25-34 y.o.;Graduation;Together;15345.0;Lower Class;1;0;31/08/2012;51;Unknown;5;2;16;3;2;19;Yes;2;1;1;2;8;0;0;0;0;2 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
798;1987;27;25-34 y.o.;Graduation;Single;23442.0;Lower Class;1;0;24/12/2012;71;Unknown;2;0;6;8;6;5;Yes;1;1;0;3;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8213;1980;34;25-34 y.o.;2n Cycle;Together;14515.0;Lower Class;1;0;09/11/2012;71;Unknown;6;4;9;6;36;35;Yes;4;2;2;3;7;0;0;0;0;3 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
2488;1956;58;55-64 y.o.;2n Cycle;Divorced;31395.0;Middle Class;1;1;23/03/2013;80;Unknown;23;1;25;0;8;7;Yes;4;2;1;3;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9999;1965;49;45-54 y.o.;Graduation;Together;75276.0;Upper Class;0;0;27/09/2012;2;Unknown;610;105;125;137;42;21;Yes;1;9;4;9;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7617;1974;40;35-44 y.o.;Graduation;Single;42373.0;Middle Class;1;1;15/08/2013;83;Unknown;67;5;61;3;8;19;Yes;5;2;1;5;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
615;1960;54;45-54 y.o.;Graduation;Together;30507.0;Middle Class;0;0;11/03/2013;29;Unknown;65;36;74;38;20;110;Yes;1;5;1;4;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2552;1955;59;55-64 y.o.;PhD;Single;55521.0;Middle Class;1;2;22/10/2013;11;Unknown;416;0;26;0;0;4;Yes;9;6;3;6;7;0;1;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;Yes;No
194;1965;49;45-54 y.o.;Graduation;Married;48006.0;Middle Class;1;1;09/06/2014;55;Unknown;23;0;11;3;2;2;Yes;1;1;0;3;6;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3645;1972;42;35-44 y.o.;PhD;Single;27213.0;Middle Class;1;0;30/08/2012;19;Unknown;19;3;26;10;9;3;Yes;3;2;0;4;8;0;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
8890;1971;43;35-44 y.o.;PhD;Divorced;65808.0;Middle Class;1;1;30/05/2014;1;Unknown;155;7;80;13;7;10;Yes;3;5;1;5;6;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5049;1974;40;35-44 y.o.;PhD;Together;30351.0;Middle Class;1;0;06/06/2013;19;Unknown;14;0;24;3;3;2;Yes;1;3;0;2;9;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9973;1963;51;45-54 y.o.;Graduation;Married;50437.0;Middle Class;0;2;17/10/2012;28;Unknown;370;9;92;6;9;4;Yes;3;7;1;8;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7301;1982;32;25-34 y.o.;2n Cycle;Single;23616.0;Lower Class;1;0;17/11/2012;76;Unknown;4;22;11;3;7;32;Yes;2;3;0;3;8;0;0;0;0;3 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
10882;1976;38;35-44 y.o.;Graduation;Married;53858.0;Middle Class;0;1;09/11/2012;50;Unknown;407;53;221;58;150;26;Yes;4;4;3;6;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7030;1955;59;55-64 y.o.;PhD;Married;66465.0;Middle Class;0;1;30/03/2013;1;Unknown;1200;0;204;38;29;14;Yes;3;11;9;12;6;0;0;0;1;1 month;0;No;0;3;11;0;High Freq Visit;Yes;No;No;No;No
7422;1987;27;25-34 y.o.;Graduation;Single;46923.0;Middle Class;1;0;22/08/2012;90;Unknown;85;44;54;102;78;6;Yes;3;5;1;7;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3523;1962;52;45-54 y.o.;Graduation;Together;75072.0;Upper Class;0;1;23/01/2013;83;Unknown;583;34;309;0;22;125;Yes;2;5;4;8;3;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7106;1943;71;65+ y.o.;PhD;Married;75865.0;Upper Class;0;0;31/03/2014;73;Unknown;483;0;591;156;0;12;Yes;1;3;5;10;1;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
